name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,Size,Ties,Pairs,Density,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Closeness_Centrality,Betweenness_Centrality,in_degree,out_degree,degree,vector_0,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20,vector_21,vector_22,vector_23,vector_24,vector_25,vector_26,vector_27,vector_28,vector_29,vector_30,vector_31,bug
org.apache.poi.ddf.EscherComplexProperty,9,2,1,6,32,0,2,4,9,0.125,172,0,0,0.533333333,0.351851852,1,1,18,4,1.1111,6,8,30,26.66666603,1,16.66666603,27.98960114,78.39805603,11,0.733333349,1.5,5,0.7,1.00E-06,2,4,6,0.004334146,0.150431768,-0.030245124,0.11861304,0.003494164,-0.0104327,0.042286512,0.060830488,-0.016140931,0.079075061,-0.182649952,0.34534151,-0.011704159,-0.198429572,0.159275032,0.251427328,-0.235415964,-0.06264212,0.301917426,0.010078208,-0.259777668,0.166580686,0.105109799,0.109862284,0.259686026,0.069926169,0.449953608,0.278439584,-0.176822035,0.034653556,-0.097790096,-0.078946362,1
org.apache.poi.ddf.EscherContainerRecord,11,2,0,15,46,25,9,6,11,0.957142857,366,0.142857143,0,0.655172414,0.222222222,1,6,31.63636364,3,1.8182,33,143,1056,13.54166698,1,3.030303001,37.60831833,39.9631691,456.5,0.864583313,53.53333282,5.069444656,0.714285714,0.000253444,27,6,33,0.009975306,0.248182258,-0.119202832,0.534902363,-0.015595115,-0.094137476,0.053735495,0.045782263,-0.181883605,0.644496543,0.030520159,0.032802566,-0.167834375,-0.037746576,0.145675934,0.01907791,0.055632721,0.004068521,-0.015819712,-0.064122763,0.054309269,-0.125201157,-0.054337778,-0.021731399,-0.138490737,-0.091712449,-0.206258427,-0.087958969,0.059993008,0.030849863,0.063425278,0.079227687,1
org.apache.poi.ddf.EscherDgRecord,13,2,0,8,29,34,3,5,13,0.854166667,179,0.5,0,0.612903226,0.323076923,1,5,12.46153846,1,0.9231,10,13,90,14.44444466,3,30,31.36915016,63.17626572,38.5,0.855555534,15.83333302,17.59259224,0.692307692,1.19E-05,5,5,10,0.006209084,0.220235219,-0.052597508,0.239212351,0.015735643,-0.06755769,0.084739237,0.200935072,-0.280121003,0.517291827,0.268619442,0.278168443,0.011693301,-0.076784699,-0.384827752,-0.154677198,0.148818067,0.003691392,0.199358719,-0.010009231,0.073496513,0.114624037,-0.022725472,-0.123867392,0.045980958,0.101114799,0.015729652,0.16514704,-0.006651489,-0.019358413,-0.030103028,-0.166942166,1
org.apache.poi.ddf.EscherDggRecord,17,2,0,11,48,38,4,8,17,0.822916667,421,0.666666667,1,0.542857143,0.274509804,1,5,23.41176471,3,1.1765,11,10,110,9.090909004,4,36.36363602,34.57538986,53.12916183,50,0.909090936,25,22.72727203,0.75,0.000252225,4,8,12,-0.000470537,0.291603124,-0.0328919,0.14345786,0.010992346,-0.024565838,0.065977788,0.165670532,-0.309558904,0.465016548,0.235477096,0.305402568,0.023281299,-0.133102133,-0.448232113,-0.115827095,0.159931422,0.016567859,0.258140112,-0.030705929,0.040626725,0.128237212,-0.021927809,-0.098702089,0.03171369,0.07884033,0.020626994,0.126135414,0.046982059,-0.052187989,-0.007708325,-0.13080658,1
org.apache.poi.ddf.EscherDump,9,1,0,8,45,36,1,8,5,2,3581,0,0,0,0.296296296,0,0,396.8888889,3,1.3333,8,5,56,8.928571701,5,62.5,29.20277214,71.3983078,25.5,0.910714269,7,12.5,0.620689655,1.28E-05,1,8,9,0.001148092,0.242020208,-0.056949093,0.188839244,0.029363072,0.005580823,0.093146145,0.274317659,-0.331524363,0.472874379,0.21139964,0.290197801,0.081201884,-0.093947685,-0.405988116,-0.129331769,0.185223544,0.121260778,0.231133269,-0.03279755,0.054626019,0.04299469,-0.038598038,-0.060535774,0.051545223,0.079361543,0.073708199,0.109778752,-0.122530149,0.054710352,0.009020823,0.016756771,1
org.apache.poi.ddf.EscherOptRecord,12,2,0,17,49,0,10,8,11,0.757575758,269,0.333333333,0,0.633333333,0.277777778,1,5,21.16666667,3,1.25,26,75,650,11.53846169,2,7.692307472,36.39514542,45.06437683,287.5,0.884615362,90.25,13.88461494,0.606060606,0.001107051,19,8,27,0.005830976,0.236497422,-0.103869076,0.516753907,-0.026874123,-0.157790029,0.052748954,-0.026472071,-0.069929252,0.65482999,-0.077749701,0.097147478,-0.199255478,-0.1119132,0.283605135,0.166663623,-0.04600289,-0.021189862,0.060828529,-0.055032802,-0.033592034,-0.046454869,-0.012448607,0.0060078,-0.046048062,-0.052018894,-0.070062315,-0.013394586,0.054719875,0.037104896,0.01854684,0.009815626,1
org.apache.poi.ddf.EscherProperties,7,1,0,6,16,9,5,1,3,1.164242424,1460,0.003636364,0,0,0.19047619,0,0,168.2857143,2,1.2857,6,7,30,23.33333397,2,33.33333206,2.426343203,43.75,11.5,0.766666651,5,16.66666603,1,0.000215698,5,1,6,0.01248778,0.036740097,-0.03328893,0.14505062,-0.005703904,0.03034044,-0.002245023,-0.012847815,0.013467157,-0.045551164,-0.176295311,0.276643431,-0.078845599,-0.202769194,0.253612319,0.295510086,-0.226957129,-0.096360126,0.303902988,-0.044744834,-0.333113598,0.169724212,0.132449924,0.123343841,0.199545395,0.003527578,0.38800384,0.257816967,-0.17771997,0.011104654,-0.123979654,-0.186467897,1
org.apache.poi.ddf.EscherProperty,10,1,2,14,12,3,13,1,10,0.333333333,69,1,0,0,0.34,0,0,5.8,2,1,21,58,420,13.80952358,1,4.761904716,18.19757271,44.87179565,181,0.86190474,10.5,2.5,0.666666667,0.000391313,20,1,21,0.013370767,0.150128866,-0.091888348,0.449551049,-0.033694637,-0.086620512,0.002777991,-0.123106549,0.047563583,0.293629372,-0.223679745,0.046150347,-0.235754112,-0.110789482,0.535946766,0.311331783,-0.24550421,-0.12286936,0.07364358,-0.037220637,-0.17955696,0.018291279,0.059155368,0.096825473,0.028386917,-0.067982154,0.084744191,0.058247359,0.045241162,0.004432885,-0.055693697,-0.038472899,1
org.apache.poi.ddf.EscherPropertyFactory,2,1,0,10,20,1,1,9,2,2,166,0,0,0,0.625,0,0,82,11,5.5,10,15,90,16.66666603,1,10,27.90294647,81.10831451,37.5,0.833333313,6.5,7.222222328,0.764705882,0.00062224,1,9,10,0.015506313,0.07446878,-0.028266528,0.211565244,-0.007098688,0.036371256,0.002992333,0.009668307,-0.007757029,-0.140247534,-0.206023229,0.352794697,-0.041974343,-0.243718653,0.191111735,0.344666907,-0.220561421,-0.15586158,0.217543878,-0.02642953,-0.252552717,0.112051897,0.109925498,0.065771954,0.20225075,0.055816963,0.367942054,0.265397988,-0.216727325,-0.000333608,-0.091640418,-0.158560239,1
org.apache.poi.ddf.EscherPropertyMetaData,4,1,0,1,5,0,1,0,4,1.125,33,0.25,0,0,0.583333333,0,0,5.25,1,0.5,1,0,0,0,1,100,0.519930661,100,0,0,0,0,0,0,1,0,1,0.000712068,0.026037081,-0.011602516,0.067132561,-0.004913512,-0.018688677,0.011489828,-0.005046887,0.008304877,0.074269237,-0.129574208,0.191104141,-0.077781273,-0.153570245,0.273947977,0.297495106,-0.240047652,-0.114478296,0.219147727,-0.014976172,-0.285655502,0.124579816,0.11328119,0.120399337,0.246796395,0.045503146,0.490608202,0.335968881,-0.203736619,0.062114815,-0.135774425,-0.135246036,1
org.apache.poi.ddf.EscherRGBProperty,5,3,0,4,6,0,3,1,5,2,35,0,0,0.777777778,0.466666667,0,0,6,1,0.8,5,3,20,15,2,40,14.47140408,83.91960144,8.5,0.850000024,1,5,0.444444444,8.55E-05,4,1,5,0.004602108,0.150705591,-0.051381314,0.272960068,-0.031060996,0.033678699,-0.06242723,-0.249810599,-0.014540337,0.047765369,-0.233882168,0.197983884,-0.157099338,-0.240760985,0.28476997,0.345915471,-0.222963338,-0.127071558,0.283221451,-0.09025141,-0.347663828,0.07147335,0.110627289,0.177740663,0.025781418,-0.173219909,0.167297912,0.140636106,0.070905108,-0.049170778,-0.153814915,-0.135496952,1
org.apache.poi.ddf.EscherRecord,20,1,14,37,36,164,36,4,18,0.842105263,141,1,0,0,0.2375,0,0,5.95,2,1.05,54,246,2862,8.595387459,1,1.851851821,25.64991379,29.54091835,1308,0.914046109,112.5892868,3.933937311,0.583333333,0.000426886,53,4,57,0.058681444,0.149872829,-0.140634478,0.518725317,0.033626976,0.260622239,-0.002684526,0.262989664,-0.426326703,-0.043995808,0.216772011,-0.312538417,-0.079609476,0.205102827,0.233180138,0.012363623,-0.095830405,-0.111014758,-0.212379952,0.000530883,0.041630602,-0.156935236,-0.02238392,0.077678584,-0.056666456,-0.070290017,-0.000805171,0.043942796,0.05733018,-0.026914997,-0.023623684,0.039513331,1
org.apache.poi.ddf.EscherRecordFactory,1,1,0,21,1,0,21,1,1,2,1,0,0,0,1,0,0,0,1,1,26,65,650,10,1,3.846153736,9.618717194,26.24113464,292.5,0.899999976,0,0,0.388888889,0,26,1,27,0.06168069,0.10298298,-0.120070461,0.395474392,0.041245838,0.357589732,-0.012687101,0.312160328,-0.461798429,-0.295528497,0.214538795,-0.245658977,-0.019043855,0.22039139,0.116662968,-0.05147026,-0.112488624,-0.150196579,-0.22167382,0.057560803,0.065032689,-0.060779059,-0.016943513,0.047239635,0.015269944,-0.008748251,0.093674014,0.072771505,0.00283647,-0.041363581,-0.02884386,0.019834933,1
org.apache.poi.ddf.EscherSerializationListener,2,1,0,22,2,1,22,1,2,2,2,0,0,0,1,0,0,0,1,1,22,39,462,8.441558838,1,4.545454502,7.798960209,27.19033241,211.5,0.915584445,0,0,0.388888889,0,22,1,23,0.06066124,0.101239254,-0.114970863,0.387332427,0.041433344,0.35046774,-0.014451828,0.305027098,-0.456859791,-0.30160464,0.219669639,-0.253045727,-0.017181713,0.212207145,0.118796275,-0.034169618,-0.104961226,-0.150267445,-0.254908002,0.060190633,0.048164607,-0.067253953,-0.001210798,0.063187386,0.014617047,-0.034614823,0.10255973,0.060034753,0.006632309,-0.049609207,-0.036791089,-0.004763995,1
org.apache.poi.ddf.EscherShapePathProperty,1,3,0,4,2,0,3,1,1,2,13,0,0,1,1,0,0,7,0,0,4,2,12,16.66666603,2,50,3.119584084,57.1428566,5,0.833333313,1,8.333333015,0.444444444,2.51E-07,3,1,4,0.00733338,0.084437053,-0.061244325,0.291671829,-0.023903394,-0.088807325,0.016387214,-0.074828396,0.047139753,0.331773946,-0.209937284,0.071894914,-0.23353727,-0.125598577,0.552353351,0.318900268,-0.249549641,-0.123841666,0.103878173,-0.057224065,-0.263457145,-0.016820244,0.081098112,0.159177789,0.034494199,-0.160628552,0.141480328,0.059303781,0.004242272,0.039554035,-0.066371413,-0.035009002,1
org.apache.poi.ddf.EscherSimpleProperty,8,2,3,13,24,0,9,4,8,0.142857143,121,1,0,0.571428571,0.375,1,1,14,5,1.25,20,45,380,11.84210491,2,10,31.19584084,55.21472549,167.5,0.881578922,37.83333206,9.956140518,0.7,4.71E-05,16,4,20,0.008212045,0.15892665,-0.055418671,0.387401445,-0.02759795,-0.132393529,0.037505146,-0.055679763,0.073569342,0.239663375,-0.272658637,0.260266174,-0.117652537,-0.212140797,0.387903905,0.385837744,-0.244938225,-0.120605701,0.096038288,-0.005627876,-0.163628675,0.019307883,0.052600488,0.047874589,0.132952512,0.056882546,0.234600902,0.173617293,-0.08141564,0.05990152,-0.050737691,-0.026907202,1
org.apache.poi.ddf.EscherSpRecord,12,2,0,13,34,32,8,5,11,1.034090909,323,0.125,0,0.633333333,0.35,1,5,24.58333333,14,2,23,89,506,17.58893204,1,4.347826004,32.14904785,45.35452271,208.5,0.824110687,22.76666641,4.499341011,0.692307692,1.26E-05,18,5,23,0.009477619,0.235123107,-0.114008497,0.537957165,-0.01665014,-0.130482206,0.068892799,0.065281132,-0.128497141,0.650313789,0.00019402,0.035021587,-0.167475848,-0.032888297,0.183422777,0.02801752,0.039417584,-0.010462746,-0.050314782,-0.040717096,0.070247915,-0.12051017,-0.055005635,-0.033680105,-0.113161493,-0.081917381,-0.190386753,-0.097138802,0.054785244,0.05098787,0.068575822,0.082115788,1
org.apache.poi.ddf.EscherSpgrRecord,15,2,0,7,32,43,1,6,15,0.833333333,253,0.666666667,0,0.575757576,0.333333333,1,5,15.46666667,2,1,9,15,72,20.83333397,2,22.22222137,31.71577072,52.2857132,28.5,0.791666687,7,9.722222328,0.714285714,8.36E-06,3,6,9,-0.00434888,0.327964203,-0.06908809,0.230796103,0.013062752,-0.058668728,0.105839256,0.270791963,-0.278608492,0.554428595,0.199490007,0.21921645,0.001616501,-0.086428067,-0.352855342,-0.143719768,0.199542527,0.068580132,0.185570065,-0.027733507,0.06329875,0.075606594,-0.028874472,-0.082001904,0.03913309,0.053205132,0.041320864,0.082128583,-0.051927098,-0.00609475,-0.017387308,-0.088766743,1
org.apache.poi.ddf.EscherSplitMenuColorsRecord,15,2,0,7,33,43,1,6,15,0.833333333,258,0.666666667,0,0.575757576,0.333333333,1,5,15.8,2,1,7,5,42,11.90476227,4,57.1428566,34.40208054,54.08719254,18.5,0.880952358,4,9.523809433,0.714285714,4.93E-05,1,6,7,-0.008859539,0.349881842,-0.043890052,0.137655888,0.012986263,0.009858321,0.069603438,0.187734608,-0.330224487,0.50715693,0.173220089,0.260538998,0.02753313,-0.148922703,-0.4216136,-0.087092774,0.20413222,0.096853098,0.267551975,-0.055830172,0.024653168,0.075193547,-0.025920568,-0.047573146,0.021354977,0.022957374,0.040414155,0.056062458,-0.010605522,-0.034880025,0.014056329,-0.040225422,1
org.apache.poi.ddf.EscherTextboxRecord,11,2,0,7,35,11,1,6,10,0.85,242,0.5,0,0.678571429,0.38,1,5,20.63636364,2,0.9091,12,17,132,12.87878799,3,25,32.06239319,50.68493271,57.5,0.871212125,22.33333397,16.91919136,0.714285714,2.02E-05,6,6,12,-0.005059061,0.323716378,-0.068238928,0.23941967,0.010009536,-0.075895818,0.107708442,0.251406623,-0.248425699,0.606719691,0.151284432,0.242341377,-0.004512164,-0.118478266,-0.296672639,-0.082562807,0.198451933,0.129621854,0.210298727,-0.039103647,0.078306604,0.074947866,-0.044337008,-0.076439608,0.02562795,0.069747196,0.005454692,0.00933039,0.003819921,0.025536637,0.062594196,0.022074879,1
org.apache.poi.ddf.NullEscherSerializationListener,3,1,0,5,4,3,4,2,3,2,8,0,0,0,0.75,0,0,1.666666667,1,0.6667,5,9,20,45,1,20,5.545927048,55.65217209,5.5,0.550000012,0,0,0.411764706,0,4,2,6,0.029403634,0.124278061,-0.055822651,0.289663626,0.043541752,0.13221748,0.029654641,0.29125888,-0.475646198,0.241632617,0.422085467,0.005363678,0.034981117,-0.04719897,-0.287886045,0.02389084,0.246080467,0.032393338,-0.190642922,-0.003952781,-0.035158672,-0.037483941,0.033275813,0.028008141,0.083251818,-0.144053754,0.204118572,-0.006443873,0.021164667,0.177141048,-0.010389523,-0.195059819,1
org.apache.poi.ddf.UnknownEscherRecord,12,2,0,6,47,28,1,5,11,0.636363636,353,1,0,0.655172414,0.246753247,1,6,28.16666667,3,1.3333,6,6,30,20,3,50,28.94280815,68.86598206,12,0.800000012,2.5,8.333333015,0.692307692,1.50E-06,1,5,6,0.001415767,0.218121538,-0.055325086,0.193430703,0.026869332,0.002415889,0.087030299,0.260477323,-0.335377699,0.50266476,0.229663627,0.270759907,0.056453486,-0.103088018,-0.398447854,-0.118655233,0.215316897,0.125217273,0.232568765,-0.056594851,0.04405801,0.033265726,-0.032922203,-0.060716818,0.025464568,0.055267352,0.041429684,0.102717033,-0.108933246,0.044684584,0.009252709,-0.029410051,1
org.apache.poi.hpsf.ClassID,10,1,0,11,23,0,10,1,10,0.611111111,359,0.5,0,0,0.45,1,1,34.7,6,2,13,21,156,13.46153831,2,15.38461494,13.86481762,59.04059219,67.5,0.865384638,12,7.692307472,1,2.81E-05,12,1,13,0.001130878,0.053538207,-0.004909464,0.003524159,0.586409205,0.002607098,0.290662245,-0.083049809,-0.002011944,0.041232868,0.002626952,0.006907283,0.139773586,-0.194660823,0.063506335,-0.120617393,-0.011422015,-0.033543945,-0.001874824,-0.028810854,0.068656747,-0.021182375,-0.042388417,-0.006822179,-0.114946698,0.089288725,0.139042641,-0.011544072,-0.060928007,-0.071038006,-0.437375506,0.484003397,0
org.apache.poi.hpsf.CustomProperties,16,3,0,4,52,82,1,3,14,0.266666667,416,1,0,0.782608696,0.1875,2,7,24.8125,3,1.1875,4,5,12,41.66666794,1,25,1.906412482,53.658535,3.5,0.583333313,0.5,4.166666508,0.431818182,6.26E-06,1,3,4,0.002329116,0.010625974,-0.007054894,0.001389257,0.349803551,0.096798482,0.513639793,-0.159708064,0.015901462,-0.025136814,-0.020910203,0.041320957,-0.11357584,0.187777925,-0.068874663,0.071103748,-0.000667954,0.059414714,0.108225731,0.50544448,-0.109149216,-0.168878161,0.023587814,0.007356439,-0.078124249,-0.107302332,-0.068670868,0.068238556,0.081307116,-0.097492682,0.296260244,-0.274115998,0
org.apache.poi.hpsf.CustomProperty,7,3,0,4,14,9,2,2,7,0.166666667,85,1,0,0.692307692,0.428571429,1,1,11,7,1.4286,4,5,12,41.66666794,1,25,1.906412482,53.658535,3.5,0.583333313,0.5,4.166666508,0.418604651,6.26E-06,2,2,4,0.002329127,0.010626028,-0.00705493,0.001389264,0.349805311,0.096798984,0.513642376,-0.15970885,0.015901529,-0.025136958,-0.020910267,0.041320958,-0.113576333,0.187778765,-0.06887472,0.071104592,-0.000667703,0.059414963,0.108225033,0.505447968,-0.109146817,-0.168881193,0.023591105,0.007356232,-0.078116868,-0.10728837,-0.068669022,0.068247311,0.081300243,-0.097489449,0.296249418,-0.274120578,0
org.apache.poi.hpsf.DocumentSummaryInformation,51,3,0,11,99,1275,1,10,49,1.02,564,0,0,0.333333333,0.193277311,0,0,10.03921569,6,1.1765,12,25,132,18.939394,1,8.333333015,3.726169825,32.57575607,53.5,0.810606062,8.75,6.628787994,0.461538462,0.000235127,2,10,12,0.001758298,0.012677081,-0.00588092,0.000600255,0.481685848,0.105738898,0.656972721,-0.215773177,0.020342016,-0.032050933,-0.01074817,0.04169459,-0.096042405,0.138213033,-0.062816081,0.076914715,0.024211795,-0.02146262,-0.100670526,-0.225642511,0.082753194,0.004622331,0.104779014,0.021848678,-0.023610055,-0.043875807,0.082089589,0.138256133,0.011441308,-0.165071898,-0.138792756,0.28555886,0
org.apache.poi.hpsf.HPSFException,5,3,4,5,7,4,5,0,5,0.5,29,1,0,0.944444444,0.6,0,0,4.6,1,0.2,7,0,42,0,7,100,2.512998343,74.35897064,21,1,0,0,0,0,7,0,7,0.010126532,0.007463063,-0.006411082,-0.000279738,0.201045418,0.044690569,0.305125211,-0.092046298,-0.004015422,-0.010253293,-0.020338216,0.034893507,-0.052215009,0.106253035,-0.058432508,0.064356317,0.010058066,-0.062056211,-0.181757933,-0.599916517,0.277653037,0.106743821,0.281974501,0.104009447,0.106923883,0.125865142,0.225767748,0.161003294,0.323352887,-0.00569696,-0.022433318,0.217999673,0
org.apache.poi.hpsf.HPSFRuntimeException,8,4,4,11,16,22,11,0,8,0.428571429,66,1,0,0.80952381,0.35,1,1,7.125,2,0.75,11,22,110,20,1,9.090909004,3.119584084,30.25209999,44,0.800000012,0,0,0,0,11,0,11,0.001873391,0.01310628,-0.006096875,0.000612562,0.511297702,0.107376175,0.663325458,-0.221591925,0.021713629,-0.038367551,-0.002097147,0.01546161,-0.067229392,0.07519056,-0.025553521,0.055475896,0.024254921,-0.021654326,-0.117208625,-0.368732,0.080336173,0.119655678,0.045280213,-0.025314503,0.066043499,0.020867466,-0.038220102,0.018897185,-0.053889235,-0.012870117,0.156030041,-0.115700305,0
