name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,Size,Ties,Pairs,Density,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Closeness_Centrality,Betweenness_Centrality,in_degree,out_degree,degree,vector_0,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20,vector_21,vector_22,vector_23,vector_24,vector_25,vector_26,vector_27,vector_28,vector_29,vector_30,vector_31,bug
org.apache.lucene.analysis.LowerCaseTokenizer,2,5,0,3,4,1,2,1,1,2,9,0,0,0.928571429,0.666666667,1,1,3.5,1,0.5,3,0,6,0,3,100,1.696606755,85,3,1,2,33.33333206,0.333333333,9.77E-05,2,1,3,0.015913237,0.012825589,-0.026384732,-0.02332005,0.000491474,0.075568212,0.004901913,-0.270465484,0.392146038,-0.012941835,-0.063068593,-0.018799957,-0.033206466,0.070028298,-0.038082585,-0.025825996,-0.050350514,0.014301177,0.073686604,0.094277535,0.077191591,-0.018415116,-0.121711367,-0.032197854,-0.005762018,0.133723048,-0.327364861,-0.284581917,0.398191182,0.225665277,0.494906173,-0.231011663,1
org.apache.lucene.analysis.PerFieldAnalyzerWrapper,6,2,0,2,17,0,0,2,6,0.1,90,1,1,0.5,0.583333333,1,1,13.66666667,2,1.1667,2,1,2,50,1,50,13.37325382,73.62637329,0.5,0.5,0,0,0.555555556,0,0,2,2,0.034618719,0.047047862,-0.041226137,-0.02750034,-0.02351684,0.087410034,0.011022903,-0.365362289,0.541838268,-0.002264459,-0.029042496,-0.115423388,-0.01068274,0.075025634,-0.067313392,0.046806778,-0.018435765,-0.006557115,-0.055772365,-0.462116355,-0.275416956,-0.018999767,0.042348233,0.060878093,0.005243598,0.193517902,0.240542174,-0.180292833,-0.198729117,-0.016098752,-0.207051467,0.151252444,1
org.apache.lucene.analysis.PorterStemFilter,4,3,0,4,18,2,0,4,2,0.777777778,78,0.333333333,1,0.777777778,0.416666667,1,2,17.75,1,0.5,5,3,20,15,2,40,13.87225533,57.43801498,8.5,0.850000024,2.5,12.5,0.75,1.10E-05,1,4,5,0.01784988,0.046694751,-0.060202546,-0.009014132,-0.016831942,0.103573891,-0.018713524,-0.303186258,0.428383251,-0.004463733,-0.084071348,-0.147415054,-0.007751437,0.089876567,-0.041432923,0.057711924,-0.060856989,-0.045244419,-0.066207021,-0.657446883,-0.360451483,-0.102723922,-0.070164053,0.022231469,-0.015094656,-0.17786432,0.176835827,0.11288417,-0.018213065,2.15E-05,0.003871764,-0.022510518,0
org.apache.lucene.analysis.PorterStemmer,27,1,0,1,44,13,1,0,13,0.600961538,1158,1,0,0,0.25308642,0,0,41.59259259,26,5.6667,1,0,0,0,1,100,0.49900201,100,0,0,0,0,0,0,1,0,1,0.00805735,0.026712956,-0.04030129,-0.003271998,-0.011812249,0.086402118,-0.018726799,-0.247340414,0.350789111,-0.010583065,-0.147617123,-0.104979871,-0.01792297,0.08097391,0.009303344,-0.066545799,-0.103055706,-0.025426826,0.120758175,0.62739734,0.407114381,-0.00668046,0.011827836,0.028955851,0.126413586,-0.189489498,-0.094396366,0.067510434,-0.159218077,-0.121375952,-0.263006225,-0.015245974,0
org.apache.lucene.analysis.SimpleAnalyzer,3,2,0,5,8,3,1,4,3,2,31,0,0,0.714285714,0.777777778,1,2,9.333333333,1,0.6667,7,7,42,16.66666603,2,28.5714283,18.76247597,67.14286041,17.5,0.833333313,6.5,15.47619057,0.5625,6.49E-05,3,4,7,0.046103618,0.02152103,-0.043262557,-0.053349662,-0.052550479,0.094474536,0.005820442,-0.379930919,0.503840681,-0.016445647,0.002144601,-0.010249699,-0.024292318,0.095692203,-0.074622561,-0.027238795,-0.012980213,0.04337735,0.005919976,-0.364407583,-0.215922135,0.025359294,0.000486228,0.140145765,-0.061173411,0.341914384,0.168748533,-0.298754403,-0.10091416,-0.123774285,-0.097875625,0.301804798,1
org.apache.lucene.analysis.SinkTokenizer,10,3,0,3,23,0,1,2,8,0.75,143,0.5,0,0.538461538,0.288888889,2,2,12.9,2,0.7,6,4,30,13.33333302,2,33.33333206,10.87824345,85.8267746,13,0.866666675,4,13.33333302,0.625,6.98E-06,4,2,6,0.024387822,0.072916713,-0.102121161,-0.011528646,-0.026412358,0.166346737,-0.048426931,-0.439001279,0.618821807,-0.004575112,-0.163846755,-0.193768237,-0.014048246,0.112718112,-0.018004209,0.017816154,-0.124498957,-0.047303029,0.016599242,-0.365677998,-0.147288432,-0.108197596,-0.086478588,0.11939018,0.056545982,-0.207678588,0.011850105,0.08144793,-0.085467179,-0.14959094,-0.096774907,0.013300199,0
org.apache.lucene.analysis.StopAnalyzer,8,2,0,9,18,0,2,8,7,0.5,228,0.5,0,0.714285714,0.357142857,1,2,27.25,1,0.25,11,16,110,14.54545498,2,18.18181801,14.97006035,56.39097595,47,0.854545474,18,16.36363602,0.592592593,0.000203223,4,8,12,0.023436009,0.03802414,-0.043776575,-0.021243391,-0.022208365,0.107980423,-0.000162576,-0.415727978,0.625205538,-0.009501887,-0.107321572,-0.148539691,-0.022741014,0.114115862,-0.059216153,0.005264024,-0.085574126,-0.019319989,-0.000433732,-0.322790935,-0.173604998,-0.068318914,-0.036783372,0.135586402,0.05815981,0.114971024,0.124661787,-0.250997084,-0.177895409,-0.003401487,-0.242776388,0.129820976,1
org.apache.lucene.analysis.StopFilter,13,3,0,6,29,38,2,4,11,0.716666667,178,0.6,1,0.466666667,0.285714286,1,2,12.30769231,1,0.6154,18,19,306,6.209150314,2,11.11111069,15.76846313,44.25770187,143.5,0.937908471,35,11.43790817,0.7,0.000119783,14,4,18,0.017474791,0.044071313,-0.057442737,-0.010788776,-0.016413191,0.111371628,-0.014656296,-0.351743215,0.512471752,-0.007849286,-0.11569761,-0.152582056,-0.016264545,0.103900069,-0.044309378,0.035839799,-0.083013811,-0.042669712,-0.038469527,-0.576472762,-0.310412742,-0.114931727,-0.118215201,0.036155905,-0.00240726,-0.157128301,0.056452532,0.003932645,0.112880359,0.117823856,0.123188958,-0.083688979,1
org.apache.lucene.analysis.TeeTokenFilter,4,3,0,4,12,2,0,4,2,0.777777778,58,0,1,0.777777778,0.4,1,2,12.75,1,0.5,4,3,12,25,1,25,13.77245522,56.79012299,4.5,0.75,0,0,0.7,0,0,4,4,0.01972765,0.052963392,-0.069682983,-0.009840516,-0.019386226,0.1207584,-0.02456936,-0.346860015,0.49023413,-0.005613265,-0.106574257,-0.164177817,-0.010525554,0.101152796,-0.039610427,0.050111711,-0.075024787,-0.048642485,-0.050493948,-0.589181859,-0.313560539,-0.111390806,-0.080278824,0.021602922,-0.001801333,-0.192861977,0.184601484,0.11621706,0.00320016,0.017734297,0.034659639,-0.035419961,0
org.apache.lucene.analysis.Token,51,1,0,25,77,43,23,2,45,0.655384615,1122,0.230769231,1,0,0.285714286,1,1,20.74509804,12,1.7255,102,131,10302,1.271597743,8,7.843137264,33.03393173,37.02460861,5085.5,0.987284005,157,1.523975968,1,0.000326758,100,2,102,0.055596123,0.168561642,-0.178842478,-0.003493801,-0.035501944,0.189807418,-0.08387083,-0.342188988,0.427685661,-0.004751825,-0.185914,-0.11022712,-0.011350614,0.04582124,0.047895856,-0.058107253,-0.073300665,-0.017554991,0.109865435,0.572399679,0.350765991,-0.012340469,0.004577401,0.014190028,0.0733285,-0.106581491,0.131286048,0.108310411,-0.107973764,-0.066436058,-0.07049167,0.04454721,1
org.apache.lucene.analysis.TokenFilter,3,2,8,9,6,0,8,1,2,0,20,1,1,0.714285714,0.666666667,0,0,5.333333333,1,0.6667,31,30,930,3.225806475,1,3.225806475,11.87624741,44.90565872,450,0.967741907,0,0,0.5,0,30,1,31,0.011748467,0.034604706,-0.049606406,-0.005898444,-0.015538078,0.107528921,-0.018638673,-0.322579126,0.460247403,-0.013147135,-0.167738794,-0.137807278,-0.021493265,0.105101847,-0.00312313,-0.059549612,-0.116358038,-0.033112799,0.107813706,0.522022636,0.346025952,-0.027058122,0.004062102,0.04138631,0.13179481,-0.175687144,-0.053874644,0.041232649,-0.185312872,-0.11043981,-0.292282574,0.000704133,1
org.apache.lucene.analysis.TokenStream,7,1,2,28,17,19,26,2,5,0.833333333,72,0,0,0,0.388888889,0,0,9,1,0.7143,104,257,10712,2.399178505,2,1.923076868,34.83033752,31.61231804,5227.5,0.976008236,87.1333313,0.813417971,0.75,0.000987656,102,2,104,0.042660391,0.085741709,-0.075573841,-0.012249983,-0.015960513,0.141213614,0.015646077,-0.439371852,0.585520305,-0.025938913,-0.20423908,-0.121420111,-0.028542308,0.112404157,-0.011217814,-0.076050502,-0.081198755,-0.014451933,0.074484224,0.439363676,0.251248413,0.017257003,0.017122054,-0.0040611,0.026157315,-0.016372713,-0.260008221,-0.029581937,0.077336317,0.018814131,0.008384779,-0.084828532,1
org.apache.lucene.analysis.Tokenizer,4,2,4,10,6,0,9,1,2,0.333333333,22,1,0,0.714285714,0.75,0,0,4.25,1,0.5,15,8,210,3.809523821,9,60,12.87425137,72.47190857,101,0.961904764,9,4.285714149,0.5,1.79E-05,14,1,15,0.019350899,0.037069042,-0.052772739,-0.01805106,-0.012986909,0.121609351,-0.009457438,-0.399404396,0.582404881,-0.015020738,-0.146709838,-0.110849032,-0.032484824,0.108442199,-0.033774647,-0.035610477,-0.094821751,-0.013171838,0.077451103,0.160732977,0.133417927,-0.058018326,-0.110536171,-0.016189058,0.028458613,0.031410145,-0.131686992,-0.174561249,0.315106892,0.225450507,0.358436284,-0.171061378,1
org.apache.lucene.analysis.WhitespaceAnalyzer,3,2,0,4,8,3,0,4,3,2,31,0,0,0.714285714,0.777777778,1,2,9.333333333,1,0.6667,7,5,42,11.90476227,2,28.5714283,16.66666603,65.74803162,18.5,0.880952358,7.5,17.8571434,0.615384615,1.92E-05,3,4,7,0.026913148,0.038969618,-0.039137251,-0.023064976,-0.02172932,0.089577258,0.00494868,-0.359906237,0.536994412,-0.0042513,-0.052199064,-0.123551638,-0.012545884,0.085371042,-0.062184388,0.037207639,-0.043700725,-0.011503756,-0.043836518,-0.494697241,-0.2809936,-0.039917398,0.002925898,0.104150071,-0.003284824,0.184940884,0.222319472,-0.193890042,-0.170563396,-0.047953205,-0.162936828,0.138937595,1
org.apache.lucene.analysis.WhitespaceTokenizer,2,4,0,2,4,1,1,1,1,2,13,0,0,0.923076923,0.666666667,1,1,5.5,2,1,2,0,2,0,2,100,1.097804427,91.66666412,1,1,1,50,0.428571429,5.98E-06,1,1,2,0.009884967,0.023683144,-0.031225447,-0.007684911,-0.008018862,0.073147944,-0.006665337,-0.24065901,0.361548254,-0.009695705,-0.121644049,-0.055362564,-0.022256026,0.055352606,-0.003385289,-0.058247286,-0.067563318,0.000557475,0.089892151,0.367900578,0.249320895,-0.025281972,-0.092093124,-0.027474331,0.014306509,0.042395514,-0.233855827,-0.156020587,0.425673567,0.276331336,0.427082112,-0.195633716,1
org.apache.lucene.analysis.WordlistLoader,4,1,0,2,17,6,2,0,4,2,147,0,0,0,0.333333333,0,0,35.75,1,0.75,7,1,42,2.380952358,6,85.7142868,3.493013859,50.72463608,20.5,0.976190448,0,0,0,0,7,0,7,0.010745988,0.023005356,-0.03121044,-0.011183281,-0.009701705,0.089791642,-0.000210348,-0.337087707,0.520236206,-0.012385759,-0.145092706,-0.108493647,-0.02918504,0.097108535,-0.035172195,-0.025360432,-0.101936308,-0.02043607,0.039274969,-0.176652634,-0.078572822,-0.096030963,-0.174983863,0.049549431,0.02152439,-0.050939373,-0.217797693,-0.227605624,0.351697736,0.314289845,0.33408652,-0.179661923,1
org.apache.lucene.analysis.standard.StandardAnalyzer,19,2,0,10,36,0,0,10,18,0.537037037,242,0.666666667,0,0.384615385,0.25,1,2,11.42105263,1,0.4211,20,25,380,6.578947544,1,5,19.16167641,48.73096466,177.5,0.934210539,83,21.84210587,0.56097561,0.000283001,10,10,20,0.022169291,0.043590018,-0.054819141,-0.017282068,-0.021867578,0.126604715,-0.011785334,-0.437419681,0.64948019,-0.012034992,-0.161254946,-0.163608061,-0.02763074,0.124567241,-0.034365177,-0.038394546,-0.119470956,-0.027233438,0.07864106,0.22701095,0.16439675,-0.05836889,-0.017717614,0.089181141,0.151848157,-0.036309427,-0.023174669,-0.166941719,-0.190377455,-0.011523149,-0.298761503,0.052874691,1
org.apache.lucene.analysis.standard.StandardFilter,4,3,0,5,15,4,1,4,2,0.75,133,0.5,0,0.777777778,0.416666667,1,2,31.25,1,0.5,12,11,132,8.333333015,1,8.333333015,14.570858,46.79487228,60.5,0.916666687,20,15.15151501,0.615384615,2.26E-05,8,4,12,0.017956218,0.047593102,-0.062956247,-0.00974189,-0.017888675,0.114609913,-0.020951291,-0.341447906,0.489888183,-0.006128847,-0.111232147,-0.157700957,-0.012408493,0.099174562,-0.038999937,0.043835036,-0.080317106,-0.046646648,-0.04484683,-0.601198028,-0.322073882,-0.114046569,-0.10259177,0.044593032,-0.002423896,-0.190825129,0.150914448,0.079815117,0.022887899,0.041438772,0.044334338,-0.032704815,0
org.apache.lucene.analysis.standard.StandardTokenizer,12,3,0,5,32,10,3,3,9,0.977272727,245,0.1875,1,0.4375,0.287878788,2,3,18.08333333,1,0.75,13,2,156,1.282051325,11,84.61538696,12.87425137,63.86138535,77,0.987179458,31,19.87179565,0.666666667,3.74E-05,11,3,14,0.018836741,0.054605654,-0.07671427,-0.010437698,-0.020398646,0.131019717,-0.03518066,-0.364674746,0.526715297,-0.003627778,-0.129808981,-0.157419239,-0.013524696,0.092591272,-0.025458085,0.030448353,-0.099403656,-0.04028881,-0.015940148,-0.573213653,-0.289790721,-0.122052301,-0.13448418,0.108821769,0.013685784,-0.166022654,0.06371654,0.020284301,0.047162665,0.009876635,0.075398204,-0.009614765,1
org.apache.lucene.analysis.standard.StandardTokenizerImpl,25,1,0,3,35,196,2,2,10,0.968495935,729,0.707317073,0,0,0.214285714,0,0,26.52,3,1.28,3,2,6,33.33333206,1,33.33333206,11.3772459,89.76377869,2,0.666666687,1,16.66666603,0.545454545,1.99E-06,2,2,4,0.02507259,0.078368245,-0.11063058,-0.009951498,-0.026752945,0.177612994,-0.058489607,-0.448827133,0.632590937,-0.004282538,-0.188287914,-0.202168829,-0.017328096,0.115029124,-0.003946925,-0.003419707,-0.139799005,-0.052544272,0.060091724,-0.040088665,0.045954069,-0.120779332,-0.078140789,0.078206208,0.15613749,-0.326669114,-0.057495911,0.116522614,-0.114446549,-0.093681144,-0.164985179,-0.013253605,0
org.apache.lucene.document.AbstractField,24,1,3,7,34,140,3,4,21,0.855978261,593,1,0,0,0.171875,0,0,23.04166667,20,2.125,7,8,42,19.04761887,2,28.5714283,4.790419102,41.0256424,17,0.809523821,4,9.523809433,0.5,9.61E-06,3,4,7,0.078865587,0.151467051,-0.003492237,0.030493206,0.022286017,0.025893153,0.122133308,-0.1496306,0.088203516,-0.068861978,-0.098294077,-0.065959892,-0.005267256,0.161575319,-0.118180946,-0.109570394,0.107131419,-0.163219117,-0.290929271,0.145791624,-0.077661212,0.19357169,0.33630445,-0.281448119,-0.280905765,0.368891462,-0.377262455,0.257049683,0.069964796,0.075869467,-0.018015442,-0.196438347,1
org.apache.lucene.document.DateField,8,1,0,1,25,22,1,0,6,0.428571429,126,1,0,0,0.178571429,0,0,14.625,5,1.375,1,0,0,0,1,100,4.391217709,100,0,0,0,0,0,0,1,0,1,0.067367023,-0.03377904,-0.029564916,-0.096561181,-0.097593104,0.050858206,0.002681389,-0.195972501,0.107942311,-0.034914726,0.138206692,0.272488191,-0.034893634,0.058582617,-0.057788519,-0.155953394,0.070008322,0.147353517,0.114014565,0.102690161,0.039384906,0.169205181,-0.011739543,0.126378431,-0.19051277,0.470636227,-0.047362159,-0.295416958,0.161495298,-0.257376719,0.207041137,0.4648871,1
org.apache.lucene.document.DateTools,8,1,0,2,27,18,1,1,6,0.428571429,567,1,0,0,0.314285714,0,0,68.875,8,2.5,8,8,56,14.28571415,1,12.5,10.47904205,62.13017654,24,0.857142866,0,0,1,0,7,1,8,0.067367023,-0.03377904,-0.029564916,-0.096561181,-0.097593104,0.050858206,0.002681389,-0.195972501,0.107942311,-0.034914726,0.138206692,0.272488191,-0.034893634,0.058582617,-0.057788519,-0.155953394,0.070008322,0.147353517,0.114014565,0.102690161,0.039384906,0.169205181,-0.011739543,0.126378431,-0.19051277,0.470636227,-0.047362159,-0.295416958,0.161495298,-0.257376719,0.207041137,0.4648871,1
org.apache.lucene.document.Document,18,1,0,30,39,0,28,3,17,0.81372549,432,0.833333333,2,0,0.426470588,0,0,22.66666667,5,2.4444,69,177,4692,3.772378445,3,4.347826004,45.20957947,33.85650253,2257.5,0.96227622,149.0833282,3.177394152,0.461538462,0.003827164,67,3,70,0.387161532,0.159278971,0.229560675,0.275509973,0.298532823,0.098429528,0.167761352,-0.129028679,-0.054138537,-0.152463202,-0.431598208,0.205514219,0.006140082,-0.04310944,-0.031795906,-0.207627832,0.130259844,-0.069886388,-0.312541862,0.113606635,-0.115727543,0.137226444,-0.048212638,-0.098392413,-0.171572026,0.040977784,-0.002261648,-0.033362134,0.047977321,0.101946004,0.163939226,-0.057870645,0
org.apache.lucene.document.Field,17,2,0,8,28,0,2,6,17,2,482,0,0,0.709677419,0.307189542,1,6,27.35294118,4,0.8824,26,75,650,11.53846169,1,3.846153736,25.34930229,48.01512146,287.5,0.884615362,60,9.230769157,0.666666667,0.002333579,20,6,26,0.108170481,0.131676814,0.012144728,0.032134639,-0.051654279,0.022843266,0.111208414,-0.248274138,0.229076958,-0.056540121,0.065669743,-0.1576475,0.026829349,0.136083718,-0.1717085,0.055451118,0.160939379,-0.17216749,-0.358812187,-0.110655252,-0.199036083,0.167493044,0.352169911,-0.300011432,-0.171891955,0.394004079,-0.124787071,0.205560849,0.017563112,-0.016634693,-0.133121568,-0.12959179,1
org.apache.lucene.document.FieldSelector,1,1,0,19,1,0,18,1,1,2,1,0,0,0,1,0,0,0,1,1,24,34,552,6.15942049,1,4.166666508,27.04590797,50.7490654,259,0.938405812,13.83333302,2.506038666,1,0.000392476,23,1,24,0.275635058,0.019666485,0.253967322,0.23767762,0.288102762,0.172822796,0.043710275,-0.14456583,-0.133346549,-0.134993477,-0.403163263,0.108815733,0.027389584,-0.076096413,0.013673534,-0.203404839,0.156643296,-0.050737577,-0.302098072,0.067359861,-0.175830439,0.102970322,0.006046434,-0.087969811,-0.267358896,0.038072547,-0.012652764,-0.215282653,-0.239330465,-0.184034017,0.018601313,-0.159195562,0
org.apache.lucene.document.FieldSelectorResult,4,1,0,7,6,0,7,0,2,0.875,83,0.125,7,0,0.555555556,1,1,17.75,5,1.5,8,7,56,12.5,1,12.5,4.890219688,68.05555725,24.5,0.875,0,0,0,0,8,0,8,0.119416119,0.081257055,0.194047341,0.049569079,0.108416025,0.077006089,0.043373904,-0.149911306,-0.105325869,-0.132531969,-0.259060152,-0.029665456,-0.001168898,-0.008493818,-0.049009583,-0.035973935,0.186078972,-0.091012146,-0.271913119,0.172505093,-0.28699172,0.131818732,0.133621248,-0.226220873,-0.460027387,0.118048008,-0.02052773,-0.355670244,-0.135251489,-0.165951041,-0.083940195,-0.275373763,1
org.apache.lucene.document.Fieldable,24,1,0,20,24,276,19,1,24,2,24,0,0,0,0.291666667,0,0,0,1,1,34,62,1122,5.525846481,1,2.941176414,31.13772392,47.56097412,530,0.944741547,20.83333397,1.856803298,0.5,0.000579754,33,1,34,0.150391361,0.345491935,-0.150919385,0.035482615,0.000720386,0.059429032,0.181219452,-0.141217547,0.021519995,-0.052002365,-0.083407095,-0.05404425,-0.01383683,0.17030383,-0.106168963,-0.07164555,0.13124007,-0.261483711,-0.166180224,0.192933373,-0.072813117,0.090329161,0.263254128,-0.193355326,-0.209844245,0.21870184,0.488286739,0.277874804,-0.084334594,0.084691339,0.163231595,-0.001513304,1
