name,Size,Ties,Pairs,Density,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Closeness Centrality,Betweenness Centrality,in_degree,out_degree,degree,bug
org.apache.lucene.document.SetBasedFieldSelector,3.0,2.0,6.0,33.33333206176758,1.0,33.33333206176758,2.694610834121704,71.0526351928711,2.0,0.6666666865348816,0.5,8.333333015441895,1.0,4.98503492515468e-07,1.0,2.0,3.0,0
org.apache.lucene.index.BufferedDeletes,5.0,7.0,20.0,35.0,1.0,20.0,7.784430980682373,74.28571319580078,6.5,0.6499999761581421,0.0,0.0,0.436363636363636,0.0,1.0,4.0,5.0,1
org.apache.lucene.index.ByteBlockPool,5.0,4.0,20.0,20.0,2.0,40.0,3.2934131622314453,55.93220520019531,8.0,0.800000011920929,2.5,12.5,1.0,3.32335661676979e-06,4.0,1.0,5.0,0
org.apache.lucene.index.ByteSliceReader,8.0,12.0,56.0,21.428571701049805,1.0,12.5,8.483034133911133,52.46913528442383,22.0,0.7857142686843872,8.0,14.285714149475098,0.583333333333333,7.6452308352145e-05,5.0,3.0,8.0,0
org.apache.lucene.index.ByteSliceWriter,1.0,0.0,0.0,0.0,1.0,100.0,0.49900200963020325,100.0,0.0,0.0,0.0,0.0,0.666666666666666,0.0,0.0,1.0,1.0,0
org.apache.lucene.index.CharBlockPool,5.0,7.0,20.0,35.0,1.0,20.0,7.8842315673828125,61.24031066894531,6.5,0.6499999761581421,1.5,7.5,0.258592471358428,0.000224266512941711,4.0,1.0,5.0,0
org.apache.lucene.index.CheckIndex,15.0,23.0,210.0,10.952381134033203,2.0,13.333333015441895,28.043912887573242,48.531951904296875,93.5,0.8904761672019958,0.0,0.0,0.215924426450742,0.0,0.0,15.0,15.0,1
org.apache.lucene.index.CompoundFileReader,9.0,11.0,72.0,15.277777671813965,2.0,22.22222137451172,27.245508193969727,70.17994689941406,30.5,0.8472222089767456,7.5,10.416666984558105,0.636363636363636,0.00173528411281435,2.0,7.0,9.0,0
org.apache.lucene.index.CompoundFileWriter,9.0,15.0,72.0,20.83333396911621,2.0,22.22222137451172,16.966068267822266,56.85618591308594,28.5,0.7916666865348816,9.166666984558105,12.731481552124023,0.384615384615384,0.00113900623307741,3.0,6.0,9.0,0
org.apache.lucene.index.ConcurrentMergeScheduler,7.0,12.0,42.0,28.571428298950195,1.0,14.285714149475098,11.67664623260498,57.635467529296875,15.0,0.7142857313156128,3.5,8.333333015441895,0.239575435936315,0.000429211507055818,2.0,7.0,9.0,1
org.apache.lucene.index.CorruptIndexException,37.0,97.0,1332.0,7.28228235244751,1.0,2.702702760696411,35.12974166870117,40.4133186340332,617.5,0.9271771907806396,0.0,0.0,0.0,0.0,37.0,0.0,37.0,0
org.apache.lucene.index.DefaultSkipListReader,3.0,2.0,6.0,33.33333206176758,1.0,33.33333206176758,4.590818405151367,79.31034851074219,2.0,0.6666666865348816,1.0,16.66666603088379,0.666666666666666,0.000861414035066729,1.0,2.0,3.0,0
org.apache.lucene.index.DefaultSkipListWriter,4.0,3.0,12.0,25.0,1.0,25.0,6.08782434463501,70.11494445800781,4.5,0.75,2.0,16.66666603088379,0.196319018404907,0.000431704024518395,2.0,2.0,4.0,0
org.apache.lucene.index.DirectoryIndexReader,20.0,73.0,380.0,19.210525512695312,1.0,5.0,30.239521026611328,49.18831253051758,153.5,0.807894766330719,68.83333587646484,18.11403465270996,0.281138790035587,0.0538001252256644,5.0,18.0,23.0,1
org.apache.lucene.index.DocConsumer,5.0,11.0,20.0,55.0,1.0,20.0,5.389221668243408,58.69565200805664,4.5,0.44999998807907104,0.5,2.5,0.207349081364829,4.98503492515468e-07,3.0,3.0,6.0,0
org.apache.lucene.index.DocConsumerPerThread,6.0,15.0,30.0,50.0,1.0,16.66666603088379,6.786427021026611,59.64912414550781,7.5,0.5,1.8333333730697632,6.111111164093018,1.0,1.74476222380414e-06,5.0,1.0,6.0,0
org.apache.lucene.index.DocFieldConsumer,9.0,30.0,72.0,41.66666793823242,1.0,11.11111068725586,8.283432960510254,45.10869598388672,21.0,0.5833333134651184,0.800000011920929,1.1111111640930176,0.216884008236101,0.000238716705782572,6.0,4.0,10.0,0
org.apache.lucene.index.DocFieldConsumerPerField,11.0,26.0,110.0,23.636363983154297,1.0,9.090909004211426,6.986027717590332,43.75,42.0,0.7636363506317139,2.3333332538604736,2.1212120056152344,0.384615384615384,9.01816556222031e-06,10.0,1.0,11.0,0
org.apache.lucene.index.DocFieldConsumerPerThread,13.0,37.0,156.0,23.71794891357422,1.0,7.692307472229004,6.2874250411987305,34.61538314819336,59.5,0.7628205418586731,6.166666507720947,3.952991485595703,0.38095238095238,5.55950085462489e-06,10.0,3.0,13.0,0
org.apache.lucene.index.DocFieldConsumers,11.0,22.0,110.0,20.0,2.0,18.18181800842285,8.083832740783691,45.0,44.0,0.800000011920929,35.0,31.81818199157715,0.219140083217753,0.00228641791800526,3.0,10.0,13.0,0
org.apache.lucene.index.DocFieldConsumersPerField,4.0,5.0,12.0,41.66666793823242,1.0,25.0,4.690618991851807,72.30769348144531,3.5,0.5833333134651184,1.0,8.333333015441895,0.180365296803652,3.07410487051205e-06,2.0,3.0,5.0,0
org.apache.lucene.index.DocFieldConsumersPerThread,9.0,16.0,72.0,22.22222137451172,1.0,11.11111068725586,5.289421081542969,40.769229888916016,28.0,0.7777777910232544,8.916666984558105,12.384259223937988,0.218533886583679,0.000312212737362438,2.0,9.0,11.0,0
org.apache.lucene.index.DocFieldProcessor,10.0,27.0,90.0,30.0,1.0,10.0,12.075848579406738,50.840335845947266,31.5,0.699999988079071,4.833333492279053,5.370370388031006,0.262458471760797,0.000242493337310195,2.0,10.0,12.0,1
org.apache.lucene.index.DocFieldProcessorPerField,5.0,7.0,20.0,35.0,1.0,20.0,6.586826324462891,60.55045700073242,6.5,0.6499999761581421,0.0,0.0,0.216438356164383,0.0,1.0,5.0,6.0,0
org.apache.lucene.index.DocFieldProcessorPerThread,22.0,82.0,462.0,17.748918533325195,1.0,4.545454502105713,18.163673400878906,38.72340393066406,190.0,0.822510838508606,87.5,18.939393997192383,0.274305555555555,0.00200538791042054,9.0,16.0,25.0,1
org.apache.lucene.index.DocInverter,14.0,40.0,182.0,21.9780216217041,1.0,7.142857074737549,8.383233070373535,37.0044059753418,71.0,0.7802197933197021,22.16666603088379,12.179487228393555,0.222378606615059,0.00202461087560542,2.0,13.0,15.0,0
org.apache.lucene.index.DocInverterPerField,21.0,57.0,420.0,13.571428298950195,1.0,4.761904716491699,27.944110870361328,44.164039611816406,181.5,0.8642857074737549,70.6500015258789,16.821428298950195,0.267569856054191,0.00118317762094064,8.0,16.0,24.0,1
org.apache.lucene.index.DocInverterPerThread,19.0,48.0,342.0,14.035087585449219,1.0,5.263157844543457,16.566865921020508,47.83861541748047,147.0,0.859649121761322,78.33333587646484,22.904483795166016,0.222378606615059,0.000697545563973584,8.0,15.0,23.0,1
org.apache.lucene.index.DocumentsWriter,53.0,185.0,2756.0,6.712626934051514,1.0,1.8867924213409424,50.09980010986328,32.55512237548828,1285.5,0.9328737258911133,1341.4952392578125,48.675445556640625,0.347634763476347,0.0495427176840381,18.0,46.0,64.0,1
org.apache.lucene.index.DocumentsWriterThreadState,7.0,16.0,42.0,38.095237731933594,1.0,14.285714149475098,11.97604751586914,67.41573333740234,13.0,0.6190476417541504,6.5,15.476190567016602,0.259441707717569,0.000170637666842012,4.0,5.0,9.0,1
org.apache.lucene.index.FieldInfo,29.0,84.0,812.0,10.344827651977539,1.0,3.4482758045196533,12.874251365661621,28.289474487304688,364.0,0.8965517282485962,0.0,0.0,0.0,0.0,29.0,0.0,29.0,1
org.apache.lucene.index.FieldInfos,31.0,112.0,930.0,12.043010711669922,1.0,3.225806474685669,23.552894592285156,34.756996154785156,409.0,0.8795698881149292,76.0,8.172042846679688,0.444444444444444,0.000332547093778018,25.0,6.0,31.0,1
org.apache.lucene.index.FieldReaderException,1.0,0.0,0.0,0.0,1.0,100.0,0.9980040192604065,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
org.apache.lucene.index.FieldSortedTermVectorMapper,3.0,2.0,6.0,33.33333206176758,1.0,33.33333206176758,2.7944111824035645,68.29268646240234,2.0,0.6666666865348816,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0
org.apache.lucene.index.FieldsReader,19.0,38.0,342.0,11.11111068725586,1.0,5.263157844543457,20.459081649780273,40.19607925415039,152.0,0.8888888955116272,24.16666603088379,7.066277027130127,0.571428571428571,0.0013528143923198,3.0,17.0,20.0,1
org.apache.lucene.index.FieldsWriter,13.0,33.0,156.0,21.153846740722656,1.0,7.692307472229004,19.760478973388672,50.63938522338867,61.5,0.7884615659713745,11.366666793823242,7.286324977874756,0.29936305732484,0.000297067965158619,4.0,9.0,13.0,1
org.apache.lucene.index.FilterIndexReader,14.0,19.0,182.0,10.439560890197754,1.0,7.142857074737549,34.73053741455078,47.28260803222656,81.5,0.8956043720245361,10.0,5.494505405426025,0.197877652933832,2.82152976763755e-05,2.0,12.0,14.0,1
org.apache.lucene.index.FreqProxFieldMergeState,10.0,27.0,90.0,30.0,1.0,10.0,6.08782434463501,40.1315803527832,31.5,0.699999988079071,0.3333333432674408,0.37037035822868347,0.21673525377229,4.65269926347773e-05,1.0,9.0,10.0,0
org.apache.lucene.index.FreqProxTermsWriter,24.0,67.0,552.0,12.137681007385254,1.0,4.166666507720947,19.361276626586914,36.32958984375,242.5,0.8786231875419617,80.06666564941406,14.504831314086914,0.282142857142857,0.00379649148332631,1.0,24.0,25.0,1
org.apache.lucene.index.FreqProxTermsWriterPerField,13.0,27.0,156.0,17.30769157409668,1.0,7.692307472229004,17.664670944213867,60.20408248901367,64.5,0.8269230723381042,9.833333015441895,6.3034186363220215,0.222849083215796,5.74052710672659e-05,3.0,11.0,14.0,0
org.apache.lucene.index.FreqProxTermsWriterPerThread,10.0,28.0,90.0,31.11111068725586,1.0,10.0,6.986027717590332,38.674034118652344,31.0,0.6888889074325562,4.25,4.722222328186035,0.223321554770318,1.15644897509739e-05,3.0,8.0,11.0,0
org.apache.lucene.index.IndexCommit,9.0,12.0,72.0,16.66666603088379,1.0,11.11111068725586,22.954092025756836,77.18120574951172,30.0,0.8333333134651184,7.0,9.722222328186035,0.439999999999999,0.000448154639771406,7.0,2.0,9.0,1
org.apache.lucene.index.IndexCommitPoint,2.0,1.0,2.0,50.0,1.0,50.0,0.9980040192604065,76.92308044433594,0.5,0.5,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0
org.apache.lucene.index.IndexDeletionPolicy,8.0,12.0,56.0,21.428571701049805,2.0,25.0,22.954092025756836,77.70270538330078,22.0,0.7857142686843872,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0
org.apache.lucene.index.IndexFileDeleter,12.0,26.0,132.0,19.696969985961914,3.0,25.0,14.670659065246582,45.9375,53.0,0.8030303120613098,21.0,15.909090995788574,0.265100671140939,0.00163825378752666,3.0,10.0,13.0,1
org.apache.lucene.index.IndexFileNameFilter,3.0,0.0,6.0,0.0,3.0,100.0,3.992016077041626,90.90908813476562,3.0,1.0,2.0,33.33333206176758,1.0,2.18801491256581e-05,2.0,1.0,3.0,0
org.apache.lucene.index.IndexFileNames,5.0,2.0,20.0,10.0,3.0,60.0,6.08782434463501,61.61616134643555,9.0,0.8999999761581421,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0
org.apache.lucene.index.IndexModifier,13.0,23.0,156.0,14.743589401245117,1.0,7.692307472229004,37.52495193481445,53.868194580078125,66.5,0.8525640964508057,0.0,0.0,0.25,0.0,0.0,13.0,13.0,1
org.apache.lucene.index.IndexReader,179.0,687.0,31862.0,2.1561734676361084,1.0,0.5586591958999634,63.9720573425293,23.309091567993164,15587.5,0.9784382581710815,6748.38037109375,21.180028915405273,0.24048706240487,0.0735828313105116,155.0,25.0,180.0,1
org.apache.lucene.index.IndexWriter,61.0,208.0,3660.0,5.683060169219971,2.0,3.278688430786133,54.79042053222656,36.599998474121094,1726.0,0.9431694149971008,1179.316650390625,32.22176742553711,0.311023622047244,0.0272400292658024,33.0,34.0,67.0,1
org.apache.lucene.index.IntBlockPool,3.0,3.0,6.0,50.0,1.0,33.33333206176758,7.185628890991211,72.0,1.5,0.5,0.5,8.333333015441895,0.258592471358428,6.38435511104183e-05,2.0,1.0,3.0,0
org.apache.lucene.index.InvertedDocConsumer,7.0,16.0,42.0,38.095237731933594,1.0,14.285714149475098,8.383233070373535,53.846153259277344,13.0,0.6190476417541504,3.3333332538604736,7.936507701873779,0.213947190250507,0.000321322119671882,4.0,4.0,8.0,0
org.apache.lucene.index.InvertedDocConsumerPerField,7.0,13.0,42.0,30.952381134033203,1.0,14.285714149475098,16.367265701293945,72.24669647216797,14.5,0.6904761791229248,2.6666667461395264,6.349206447601318,0.625,5.10948523854524e-06,5.0,2.0,7.0,0
org.apache.lucene.index.InvertedDocConsumerPerThread,9.0,22.0,72.0,30.55555534362793,1.0,11.11111068725586,6.487025737762451,42.76315689086914,25.0,0.6944444179534912,5.666666507720947,7.870370388031006,0.211796246648793,6.36106281957436e-06,6.0,4.0,10.0,0
org.apache.lucene.index.InvertedDocEndConsumer,7.0,15.0,42.0,35.71428680419922,1.0,14.285714149475098,7.984032154083252,51.94805145263672,13.5,0.6428571343421936,3.3333332538604736,7.936507701873779,0.213947190250507,0.000321820623164398,4.0,4.0,8.0,0
org.apache.lucene.index.InvertedDocEndConsumerPerField,5.0,9.0,20.0,45.0,1.0,20.0,3.0938124656677246,51.66666793823242,5.5,0.550000011920929,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0
org.apache.lucene.index.InvertedDocEndConsumerPerThread,8.0,21.0,56.0,37.5,1.0,12.5,5.089820384979248,43.965518951416016,17.5,0.625,3.5,6.25,0.211512717536813,4.58306702960253e-06,6.0,3.0,9.0,0
org.apache.lucene.index.KeepOnlyLastCommitDeletionPolicy,4.0,4.0,12.0,33.33333206176758,1.0,25.0,7.185628890991211,73.46939086914062,4.0,0.6666666865348816,1.0,8.333333015441895,0.342105263157894,3.3375995736988e-05,2.0,2.0,4.0,0
org.apache.lucene.index.LogByteSizeMergePolicy,3.0,4.0,6.0,66.66666412353516,1.0,33.33333206176758,7.0858283042907715,75.53191375732422,1.0,0.3333333432674408,0.0,0.0,0.195182211241507,0.0,1.0,2.0,3.0,1
org.apache.lucene.index.LogDocMergePolicy,3.0,4.0,6.0,66.66666412353516,1.0,33.33333206176758,7.0858283042907715,75.53191375732422,1.0,0.3333333432674408,0.0,0.0,0.195182211241507,0.0,1.0,2.0,3.0,1
org.apache.lucene.index.LogMergePolicy,10.0,25.0,90.0,27.77777862548828,1.0,10.0,11.97604751586914,46.153846740722656,32.5,0.7222222089767456,15.0,16.66666603088379,0.24067022086824,0.000608838932192225,3.0,8.0,11.0,1
org.apache.lucene.index.MergeDocIDRemapper,5.0,9.0,20.0,45.0,1.0,20.0,8.183632850646973,65.0793685913086,5.5,0.550000011920929,0.3333333432674408,1.6666666269302368,0.431372549019607,6.64671323353958e-07,2.0,3.0,5.0,1
org.apache.lucene.index.MergePolicy,7.0,13.0,42.0,30.952381134033203,1.0,14.285714149475098,9.880239486694336,56.25,14.5,0.6904761791229248,2.0,4.761904716491699,0.239939255884586,5.8986342911998e-06,3.0,5.0,8.0,1
org.apache.lucene.index.MergeScheduler,6.0,10.0,30.0,33.33333206176758,1.0,16.66666603088379,8.682634353637695,65.41353607177734,10.0,0.6666666865348816,0.5,1.6666666269302368,0.237593984962406,4.74765230967112e-07,5.0,2.0,7.0,0
org.apache.lucene.index.MultiLevelSkipListReader,4.0,3.0,12.0,25.0,1.0,25.0,4.091816425323486,83.67346954345703,4.5,0.75,2.0,16.66666603088379,1.0,0.000433698038488457,1.0,3.0,4.0,0
org.apache.lucene.index.MultiLevelSkipListWriter,3.0,2.0,6.0,33.33333206176758,1.0,33.33333206176758,3.2934131622314453,75.0,2.0,0.6666666865348816,1.0,16.66666603088379,0.227941176470588,2.79161955808662e-05,1.0,2.0,3.0,1
org.apache.lucene.index.MultiReader,16.0,51.0,240.0,21.25,1.0,6.25,32.035926818847656,45.21126937866211,94.5,0.7875000238418579,0.0,0.0,0.21771978021978,0.0,0.0,16.0,16.0,1
org.apache.lucene.index.MultiSegmentReader,22.0,78.0,462.0,16.88311767578125,1.0,4.545454502105713,35.02994155883789,40.39125442504883,192.0,0.8311688303947449,35.0,7.5757575035095215,0.248818897637795,0.00149730575979722,4.0,20.0,24.0,1
org.apache.lucene.index.MultipleTermPositions,8.0,9.0,56.0,16.071428298950195,2.0,25.0,25.4491024017334,58.891456604003906,23.5,0.8392857313156128,3.5,6.25,0.196681007990165,8.79027825135609e-05,1.0,7.0,8.0,0
org.apache.lucene.index.NormsWriter,13.0,30.0,156.0,19.230770111083984,1.0,7.692307472229004,20.459081649780273,54.23280334472656,63.0,0.807692289352417,28.83333396911621,18.482906341552734,0.246874999999999,0.00134368344193662,2.0,12.0,14.0,0
org.apache.lucene.index.NormsWriterPerField,9.0,13.0,72.0,18.05555534362793,2.0,22.22222137451172,11.277444839477539,65.31791687011719,29.5,0.8194444179534912,5.333333492279053,7.407407283782959,0.222692036645525,4.19814267415508e-05,2.0,8.0,10.0,0
org.apache.lucene.index.NormsWriterPerThread,8.0,20.0,56.0,35.71428680419922,1.0,12.5,5.289421081542969,42.74193572998047,18.0,0.6428571343421936,2.9166667461395264,5.208333492279053,0.226848528356066,1.6136746817794e-05,2.0,8.0,10.0,0
org.apache.lucene.index.ParallelArrayTermVectorMapper,6.0,8.0,30.0,26.66666603088379,1.0,16.66666603088379,3.792415142059326,49.350650787353516,11.0,0.7333333492279053,1.0,3.3333332538604736,0.857142857142857,0.000432701031503426,1.0,5.0,6.0,0
org.apache.lucene.index.ParallelReader,16.0,28.0,240.0,11.666666984558105,1.0,6.25,32.43513107299805,47.307132720947266,106.0,0.8833333253860474,21.75,9.0625,0.199376947040498,4.34766260258133e-05,3.0,16.0,19.0,1
org.apache.lucene.index.Payload,10.0,14.0,90.0,15.55555534362793,1.0,10.0,16.966068267822266,62.271060943603516,38.0,0.8444444537162781,4.0,4.44444465637207,1.0,7.69688353068498e-05,9.0,1.0,10.0,0
