name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,Size,Ties,Pairs,Density,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Closeness Centrality,Betweenness Centrality,in_degree,out_degree,degree,bug
org.apache.xalan.extensions.ExtensionNamespaceSupport,3,1,0,5,12,0,4,1,3,0.5,133,0,0,0,0.555555556,0,0,42,1,0.6667,6.0,8.0,30.0,26.66666603088379,1.0,16.66666603088379,9.915122985839844,83.7133560180664,11.0,0.7333333492279053,1.5,5.0,0.210351201478743,3.97565647469159e-06,4.0,2.0,6.0,0
org.apache.xalan.extensions.ExtensionNamespacesManager,9,1,0,7,29,12,5,2,8,0.625,605,1,0,0,0.416666667,0,0,65.88888889,7,2.5556,7.0,9.0,42.0,21.428571701049805,1.0,14.285714149475098,3.472222328186035,60.81081008911133,16.5,0.7857142686843872,5.5,13.095237731933594,0.21042899408284,0.000445345021276486,5.0,2.0,7.0,0
org.apache.xalan.extensions.ExtensionsTable,7,1,0,9,25,0,2,7,7,0.5,199,0.5,1,0,0.357142857,0,0,27.14285714,1,0.8571,10.0,21.0,90.0,23.33333396911621,2.0,20.0,13.34876537322998,58.2491569519043,34.5,0.7666666507720947,11.666666984558105,12.962963104248047,0.234349258649093,0.000149510823484563,2.0,8.0,10.0,0
org.apache.xalan.extensions.MethodResolver,12,1,0,11,69,64,2,9,6,1.015151515,1693,0.083333333,7,0,0.281818182,0,0,139.0833333,14,3.3333,15.0,36.0,210.0,17.14285659790039,2.0,13.333333015441895,19.405864715576172,47.09737777709961,87.0,0.8285714387893677,13.333333015441895,6.349206447601318,0.180183023035657,2.22152007132423e-06,2.0,13.0,15.0,1
org.apache.xalan.extensions.ObjectFactory,12,1,0,4,44,64,2,2,0,0.981818182,586,1,0,0,0.318181818,0,0,47.41666667,8,1.8333,4.0,2.0,12.0,16.66666603088379,2.0,50.0,1.1188271045684814,74.35897064208984,5.0,0.8333333134651184,3.0,25.0,0.392857142857142,0.000510879302047448,2.0,2.0,4.0,0
org.apache.xalan.extensions.SecuritySupport,11,1,1,2,20,53,2,1,0,0.9,90,1,0,0,0.4,0,0,7.090909091,2,0.9091,2.0,0.0,2.0,0.0,2.0,100.0,0.5015432238578796,100.0,1.0,1.0,1.0,50.0,0.529411764705882,0.000419454093228697,2.0,1.0,3.0,0
org.apache.xalan.extensions.SecuritySupport12,9,2,0,9,23,36,9,9,0,2,82,0,0,0.529411765,0.444444444,0,0,8.111111111,1,0.8889,9.0,0.0,72.0,0.0,9.0,100.0,0.3858024775981903,100.0,36.0,1.0,36.0,100.0,1.0,0.00038356895426238,9.0,9.0,18.0,0
org.apache.xalan.extensions.XSLProcessorContext,7,1,0,25,49,5,5,20,7,0.733333333,321,1,4,0,0.392857143,0,0,44.14285714,1,0.8571,32.0,140.0,992.0,14.112903594970703,2.0,6.25,26.466049194335938,32.37376022338867,426.0,0.8588709831237793,91.86666870117188,9.26075267791748,0.281899109792284,0.000120812823526633,6.0,26.0,32.0,1
org.apache.xalan.lib.ExsltBase,3,1,4,5,14,3,4,1,1,2,62,0,0,0,0.5,0,0,19.66666667,4,1.6667,7.0,12.0,42.0,28.571428298950195,1.0,14.285714149475098,10.493826866149902,70.83333587646484,15.0,0.7142857313156128,4.0,9.523809432983398,0.283783783783783,7.02812680170199e-06,4.0,3.0,7.0,0
org.apache.xalan.lib.ExsltCommon,3,1,0,6,6,3,0,6,3,2,41,0,0,0,0.444444444,0,0,12.66666667,6,2.3333,6.0,3.0,30.0,10.0,3.0,50.0,3.5493826866149902,71.31783294677734,13.5,0.8999999761581421,0.0,0.0,0.182450832072617,0.0,0.0,6.0,6.0,1
org.apache.xalan.lib.ExsltDatetime,45,1,0,3,86,990,0,3,37,1.022727273,1528,0,0,0,0.172222222,0,0,32.75555556,10,1.6,3.0,2.0,6.0,33.33333206176758,1.0,33.33333206176758,6.134259223937988,70.66666412353516,2.0,0.6666666865348816,0.0,0.0,0.175384615384615,0.0,0.0,3.0,3.0,1
org.apache.xalan.lib.ExsltDynamic,7,2,0,16,43,21,1,15,7,1.166666667,682,0,0,0.25,0.642857143,0,0,96.28571429,1,0.8571,26.0,83.0,650.0,12.769230842590332,1.0,3.846153736114502,22.106481552124023,32.2091064453125,283.5,0.8723077178001404,9.399999618530273,1.4461538791656494,0.221577726218097,2.9649392574703e-05,1.0,25.0,26.0,0
org.apache.xalan.lib.ExsltMath,20,2,0,2,48,188,0,2,19,0.947368421,312,1,0,0.1,0.25,0,0,14.25,10,2.15,4.0,6.0,12.0,50.0,1.0,25.0,9.915122985839844,76.94610595703125,3.0,0.5,0.0,0.0,0.173164097914777,0.0,0.0,4.0,4.0,0
org.apache.xalan.lib.ExsltSets,7,2,0,4,23,21,1,3,7,2,258,0,0,0.25,0.5,0,0,35.85714286,6,3.5714,6.0,10.0,30.0,33.33333206176758,1.0,16.66666603088379,10.532407760620117,70.90908813476562,10.0,0.6666666865348816,2.0,6.666666507720947,0.176633785450061,4.89884262237279e-06,1.0,5.0,6.0,0
org.apache.xalan.lib.ExsltStrings,10,2,0,3,37,45,0,3,10,2,341,0,0,0.181818182,0.275,0,0,33.1,5,2.6,8.0,14.0,56.0,25.0,1.0,12.5,11.149691581726074,51.42348861694336,21.0,0.75,0.0,0.0,0.175160207506866,0.0,0.0,8.0,8.0,0
org.apache.xalan.lib.Extensions,11,1,0,13,52,55,1,12,9,2,304,0,0,0,0.212121212,0,0,26.63636364,5,1.8182,24.0,60.0,552.0,10.8695650100708,2.0,8.333333015441895,17.901233673095703,44.10646438598633,246.0,0.8913043737411499,18.66666603088379,3.3816425800323486,0.193382589142306,1.98709009567822e-05,1.0,23.0,24.0,1
org.apache.xalan.lib.NodeInfo,9,1,0,3,20,36,0,3,9,2,204,0,0,0,0.333333333,0,0,21.66666667,4,2.6667,6.0,8.0,30.0,26.66666603088379,1.0,16.66666603088379,14.23611068725586,68.08118438720703,11.0,0.7333333492279053,0.0,0.0,0.176034589252625,0.0,0.0,6.0,6.0,1
org.apache.xalan.lib.ObjectFactory,12,1,0,3,44,64,1,2,0,0.981818182,586,1,0,0,0.318181818,0,0,47.41666667,8,1.8333,3.0,0.0,6.0,0.0,3.0,100.0,1.0416666269302368,100.0,3.0,1.0,2.0,33.33333206176758,0.392857142857142,3.27582181435262e-06,1.0,2.0,3.0,0
org.apache.xalan.lib.PipeDocument,3,1,0,10,47,3,0,10,3,2,271,0,0,0,0.466666667,0,0,89.33333333,1,0.6667,30.0,96.0,870.0,11.034482955932617,1.0,3.3333332538604736,24.768518447875977,31.672422409057617,387.0,0.8896551728248596,0.0,0.0,0.286502759658805,0.0,0.0,30.0,30.0,0
org.apache.xalan.lib.Redirect,7,1,0,12,45,1,0,12,4,0.75,499,0.5,0,0,0.571428571,0,0,69.71428571,7,1.7143,19.0,74.0,342.0,21.637426376342773,1.0,5.263157844543457,23.61111068725586,33.40611267089844,134.0,0.7836257219314575,0.0,0.0,0.278400780107264,0.0,0.0,19.0,19.0,0
org.apache.xalan.lib.SecuritySupport,11,1,1,2,20,53,2,1,0,0.9,90,1,0,0,0.4,0,0,7.090909091,2,0.9091,2.0,0.0,2.0,0.0,2.0,100.0,0.46296295523643494,100.0,1.0,1.0,1.0,50.0,0.529411764705882,4.02032677216004e-06,2.0,1.0,3.0,0
org.apache.xalan.lib.SecuritySupport12,9,2,0,9,23,36,9,9,0,2,82,0,0,0.529411765,0.444444444,0,0,8.111111111,1,0.8889,9.0,0.0,72.0,0.0,9.0,100.0,0.3858024775981903,100.0,36.0,1.0,36.0,100.0,1.0,1.42944951899023e-05,9.0,9.0,18.0,0
org.apache.xalan.lib.sql.ConnectionPool,14,1,0,4,14,91,4,0,14,2,14,0,0,0,0.273809524,0,0,0,1,1,5.0,6.0,20.0,30.0,1.0,20.0,1.4660494327545166,66.66666412353516,7.0,0.699999988079071,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0
org.apache.xalan.lib.sql.ConnectionPoolManager,6,1,0,3,16,0,1,2,5,0.3,69,0,0,0,0.6,0,0,10.16666667,3,1.3333,4.0,2.0,12.0,16.66666603088379,2.0,50.0,2.6620371341705322,87.3417739868164,5.0,0.8333333134651184,2.0,16.66666603088379,0.666666666666666,3.32545547820645e-07,2.0,2.0,4.0,1
org.apache.xalan.lib.sql.DTMDocument,96,4,2,15,197,0,2,13,66,0.919838057,2568,1,2,0.497354497,0.180871212,1,26,25.61458333,11,2.0938,27.0,59.0,702.0,8.404558181762695,1.0,3.7037036418914795,22.91666603088379,42.76457977294922,321.5,0.9159544110298157,25.16666603088379,3.5849952697753906,0.303744798890429,3.64097786107913e-05,2.0,25.0,27.0,1
org.apache.xalan.lib.sql.DefaultConnectionPool,19,1,0,6,46,51,1,5,16,0.763888889,405,1,0,0,0.218045113,0,0,19.89473684,3,1.2632,7.0,3.0,42.0,7.142857074737549,4.0,57.14285659790039,2.8163580894470215,85.88235473632812,19.5,0.9285714030265808,8.0,19.047618865966797,0.369565217391304,8.07539710901776e-06,2.0,5.0,7.0,0
org.apache.xalan.lib.sql.ObjectArray,7,1,0,3,19,0,3,1,6,0.25,432,1,1,0,0.464285714,0,0,60.14285714,3,1.4286,3.0,1.0,6.0,16.66666603088379,2.0,66.66666412353516,1.3888888359069824,85.71428680419922,2.5,0.8333333134651184,2.0,33.33333206176758,1.0,7.44504957807415e-07,3.0,1.0,4.0,0
org.apache.xalan.lib.sql.ObjectFactory,12,1,0,3,44,64,1,2,0,0.981818182,586,1,0,0,0.318181818,0,0,47.41666667,8,1.8333,3.0,1.0,6.0,16.66666603088379,2.0,66.66666412353516,0.3472222089767456,81.81818389892578,2.5,0.8333333134651184,1.0,16.66666603088379,0.392857142857142,7.44504957807415e-06,1.0,2.0,3.0,0
org.apache.xalan.lib.sql.PooledConnection,5,1,0,1,9,0,1,0,5,0.5,41,1,0,0,0.466666667,0,0,6.8,1,0.8,1.0,0.0,0.0,0.0,1.0,100.0,0.270061731338501,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
org.apache.xalan.lib.sql.QueryParameter,14,1,0,3,21,31,3,0,12,0.717948718,344,1,0,0,0.512820513,0,0,23.14285714,3,0.8571,3.0,5.0,6.0,83.33333587646484,1.0,33.33333206176758,1.080246925354004,68.29268646240234,0.5,0.1666666716337204,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0
org.apache.xalan.lib.sql.SQLDocument,16,5,0,13,95,18,1,13,9,0.8,1467,1,4,0.926470588,0.205357143,2,8,86.625,23,3.6875,14.0,31.0,182.0,17.03296661376953,1.0,7.142857074737549,9.645061492919922,54.824562072753906,75.5,0.8296703100204468,7.0,3.846153736114502,0.221724524076147,8.34909131255458e-06,1.0,14.0,15.0,1
org.apache.xalan.lib.sql.SQLErrorDocument,5,5,0,4,18,0,1,3,3,0.616666667,353,1,0,0.989528796,0.485714286,1,1,66.6,2,0.6,5.0,6.0,20.0,30.0,1.0,20.0,6.172839641571045,69.26406860351562,7.0,0.699999988079071,3.0,15.0,0.269607843137254,7.60458635474716e-06,1.0,4.0,5.0,0
org.apache.xalan.lib.sql.SQLQueryParser,13,1,0,6,46,8,2,5,9,0.716666667,528,0.7,0,0,0.221153846,0,0,38.84615385,35,4.0769,6.0,8.0,30.0,26.66666603088379,1.0,16.66666603088379,7.9089508056640625,75.9259262084961,11.0,0.7333333492279053,2.0,6.666666507720947,0.189837008628954,2.54376555957348e-06,2.0,5.0,7.0,0
org.apache.xalan.lib.sql.SecuritySupport,11,1,1,2,20,53,2,1,0,0.9,90,1,0,0,0.4,0,0,7.090909091,2,0.9091,2.0,0.0,2.0,0.0,2.0,100.0,0.46296295523643494,100.0,1.0,1.0,1.0,50.0,0.529411764705882,8.04065354432008e-06,2.0,1.0,3.0,0
org.apache.xalan.lib.sql.SecuritySupport12,9,2,0,9,23,36,9,9,0,2,82,0,0,0.529411765,0.444444444,0,0,8.111111111,1,0.8889,9.0,0.0,72.0,0.0,9.0,100.0,0.3858024775981903,100.0,36.0,1.0,36.0,100.0,1.0,1.78681189873779e-05,9.0,9.0,18.0,0
org.apache.xalan.lib.sql.XConnection,38,1,0,14,110,273,2,14,32,0.72972973,1595,1,4,0,0.248538012,0,0,40.55263158,13,2.2895,21.0,50.0,420.0,11.904762268066406,1.0,4.761904716491699,21.14197540283203,42.87949752807617,185.0,0.8809523582458496,24.16666603088379,5.753968238830566,0.224574669187145,5.07902028043418e-05,2.0,21.0,23.0,1
org.apache.xalan.processor.ProcessorAttributeSet,3,4,0,7,19,3,1,6,2,2,54,0,0,0.990566038,0.666666667,2,3,17,1,0.6667,13.0,31.0,156.0,19.871795654296875,1.0,7.692307472229004,22.029321670532227,51.11906814575195,62.5,0.8012820482254028,8.5,5.448718070983887,0.250881834215167,2.55979591339903e-06,1.0,12.0,13.0,0
org.apache.xalan.processor.ProcessorCharacters,5,4,0,9,31,2,2,7,4,0.333333333,151,1,1,0.981308411,0.4,1,2,28.6,1,0.8,14.0,32.0,182.0,17.58241844177246,1.0,7.142857074737549,21.412036895751953,54.252201080322266,75.0,0.8241758346557617,14.0,7.692307472229004,0.248038360941586,1.88596502018691e-05,2.0,12.0,14.0,1
org.apache.xalan.processor.ProcessorDecimalFormat,2,4,0,7,13,1,1,6,1,2,35,0,0,0.995260664,0.625,2,3,16.5,1,0.5,11.0,24.0,110.0,21.81818199157715,1.0,9.090909004211426,17.399690628051758,52.68691635131836,43.0,0.7818182110786438,6.5,5.909090995788574,0.249233464739378,2.1578381470202e-06,1.0,10.0,11.0,0
org.apache.xalan.processor.ProcessorExsltFuncResult,2,5,0,8,8,1,1,7,2,2,57,0,0,0.995327103,0.625,1,1,27.5,1,0.5,10.0,18.0,90.0,20.0,1.0,10.0,10.95678997039795,52.39852523803711,36.0,0.800000011920929,14.0,15.55555534362793,0.251881363435148,5.01819321409871e-05,1.0,9.0,10.0,0
org.apache.xalan.processor.ProcessorExsltFunction,6,5,0,27,27,15,1,26,4,2,229,0,0,0.97706422,0.533333333,2,4,37.16666667,7,1.8333,31.0,78.0,930.0,8.387096405029297,1.0,3.225806474685669,17.74691390991211,39.689388275146484,426.0,0.9161290526390076,59.16666793823242,6.362007141113281,0.268396226415094,0.000476415267443173,1.0,30.0,31.0,0
org.apache.xalan.processor.ProcessorGlobalParamDecl,3,5,0,6,10,3,1,5,1,2,30,0,0,0.990697674,0.583333333,1,2,9,1,0.6667,7.0,13.0,42.0,30.952381134033203,1.0,14.285714149475098,10.339506149291992,59.55555725097656,14.5,0.6904761791229248,3.5,8.333333015441895,0.250219876868953,2.30179281618365e-06,1.0,6.0,7.0,0
org.apache.xalan.processor.ProcessorGlobalVariableDecl,3,5,0,6,10,3,1,5,1,2,30,0,0,0.990697674,0.583333333,1,2,9,1,0.6667,7.0,14.0,42.0,33.33333206176758,1.0,14.285714149475098,10.532407760620117,58.085105895996094,14.0,0.6666666865348816,3.5,8.333333015441895,0.251325088339222,2.9295803399392e-06,1.0,6.0,7.0,0
org.apache.xalan.processor.ProcessorImport,3,5,0,2,4,3,1,1,0,2,10,0,0,0.990950226,1,1,1,2.333333333,1,0.6667,2.0,1.0,2.0,50.0,1.0,50.0,1.9675925970077515,92.7272720336914,0.5,0.5,0.0,0.0,0.215448693676637,0.0,1.0,1.0,2.0,0
org.apache.xalan.processor.ProcessorInclude,7,4,1,11,47,15,2,9,3,0.333333333,268,1,0,0.972222222,0.5,1,1,37.14285714,1,0.8571,28.0,84.0,756.0,11.11111068725586,1.0,3.5714285373687744,23.919754028320312,38.036808013916016,336.0,0.8888888955116272,50.0,6.6137566566467285,0.274216867469879,0.000118209218919532,2.0,26.0,28.0,1
org.apache.xalan.processor.ProcessorKey,3,4,0,10,34,3,1,9,1,2,169,0,0,0.990566038,0.666666667,1,1,55.33333333,1,0.6667,14.0,40.0,182.0,21.9780216217041,1.0,7.142857074737549,17.862653732299805,49.892242431640625,71.0,0.7802197933197021,7.5333333015441895,4.139194011688232,0.250660792951541,2.21861665920457e-06,1.0,13.0,14.0,0
org.apache.xalan.processor.ProcessorLRE,4,5,1,18,73,6,2,17,3,2,462,0,0,0.986111111,0.5,4,6,114.5,3,1.25,29.0,118.0,812.0,14.53201961517334,1.0,3.4482758045196533,22.91666603088379,36.5538444519043,347.0,0.8546798229217529,87.31666564941406,10.753284454345703,0.288832487309644,0.000106410362765892,2.0,28.0,30.0,1
org.apache.xalan.processor.ProcessorNamespaceAlias,2,4,0,6,17,1,1,5,1,2,65,0,0,0.995260664,0.625,3,4,31.5,1,0.5,8.0,18.0,56.0,32.14285659790039,1.0,12.5,10.91821002960205,55.16569137573242,19.0,0.6785714030265808,3.5,6.25,0.24879755137735,2.02091563092449e-06,1.0,7.0,8.0,0
org.apache.xalan.processor.ProcessorOutputElem,14,4,0,9,40,0,1,8,13,0.076923077,174,1,1,0.941704036,0.295918367,2,3,11.35714286,1,0.9286,14.0,35.0,182.0,19.230770111083984,1.0,7.142857074737549,22.530864715576172,49.19966125488281,73.5,0.807692289352417,8.0,4.395604610443115,0.251992914083259,5.79218181605467e-06,1.0,13.0,14.0,0
org.apache.xalan.processor.ProcessorPreserveSpace,2,4,1,9,14,1,2,7,1,2,50,0,0,0.995260664,0.625,2,2,24,1,0.5,11.0,31.0,110.0,28.18181800842285,1.0,9.090909004211426,11.65123462677002,50.586265563964844,39.5,0.7181817889213562,4.166666507720947,3.7878787517547607,0.254017857142857,2.69117778769633e-05,2.0,9.0,11.0,0
org.apache.xalan.processor.ProcessorStripSpace,2,5,0,8,14,1,1,7,1,2,50,0,0,0.995283019,0.625,2,2,24,1,0.5,11.0,31.0,110.0,28.18181800842285,1.0,9.090909004211426,11.65123462677002,50.586265563964844,39.5,0.7181817889213562,4.166666507720947,3.7878787517547607,0.254244861483467,2.69117778769633e-05,1.0,10.0,11.0,0
org.apache.xalan.processor.ProcessorStylesheetDoc,1,4,0,3,2,0,2,1,1,2,4,0,0,1,1,0,0,3,0,0,3.0,4.0,6.0,66.66666412353516,1.0,33.33333206176758,2.507715940475464,57.522125244140625,1.0,0.3333333432674408,0.0,0.0,0.200352112676056,0.0,2.0,1.0,3.0,0
org.apache.xalan.processor.ProcessorStylesheetElement,3,4,0,9,29,3,2,9,2,2,107,0,0,0.990566038,0.666666667,1,1,34.66666667,1,0.6667,17.0,56.0,272.0,20.58823585510254,1.0,5.882352828979492,22.453702926635742,45.011600494384766,108.0,0.7941176295280457,25.0,9.191176414489746,0.276079573022804,1.08264369967755e-05,2.0,17.0,19.0,1
org.apache.xalan.processor.ProcessorTemplate,2,5,0,6,8,1,1,5,0,2,19,0,0,0.995327103,0.666666667,1,1,8.5,1,0.5,8.0,18.0,56.0,32.14285659790039,1.0,12.5,16.512346267700195,60.28168869018555,19.0,0.6785714030265808,4.0,7.142857074737549,0.249670908293111,2.29385277367789e-06,1.0,7.0,8.0,0
org.apache.xalan.processor.ProcessorTemplateElem,4,4,7,13,24,6,8,5,3,2,96,0,0,0.985915493,0.55,1,2,23,1,0.75,19.0,72.0,342.0,21.052631378173828,1.0,5.263157844543457,21.875,48.502994537353516,135.0,0.7894737124443054,19.742856979370117,5.772765159606934,0.246854663774403,5.48638440212973e-06,8.0,11.0,19.0,1
org.apache.xalan.processor.ProcessorText,3,5,0,7,10,3,1,6,2,2,40,0,0,0.990697674,0.583333333,2,4,12.33333333,1,0.6667,9.0,25.0,72.0,34.72222137451172,1.0,11.11111068725586,16.396604537963867,62.59204864501953,23.5,0.6527777910232544,3.0833332538604736,4.282407283782959,0.246747614917606,1.71262474567996e-05,1.0,8.0,9.0,1
org.apache.xalan.processor.ProcessorUnknown,1,6,0,2,2,0,1,1,1,2,4,0,0,1,1,0,0,3,0,0,2.0,2.0,2.0,100.0,1.0,50.0,1.8904321193695068,87.5,0.0,0.0,0.0,0.0,0.224280646432794,0.0,1.0,1.0,2.0,0
org.apache.xalan.processor.StylesheetHandler,70,2,0,44,152,2107,22,25,33,0.93812709,1322,0.730769231,5,0.2,0.108695652,1,1,17.51428571,7,1.3,60.0,305.0,3540.0,8.615818977355957,2.0,3.3333332538604736,24.65277862548828,28.629032135009766,1617.5,0.9138417840003967,1005.1658325195312,28.394515991210938,0.300422386483632,0.00142054293713729,22.0,41.0,63.0,1
org.apache.xalan.processor.TransformerFactoryImpl,23,3,0,19,75,167,7,14,20,0.909090909,797,0.222222222,0,0.487804878,0.207070707,1,2,33.26086957,17,1.6087,42.0,178.0,1722.0,10.336817741394043,1.0,2.3809523582458496,24.498456954956055,31.87751007080078,772.0,0.8966318368911743,189.3333282470703,10.994967460632324,0.312294182217343,0.00263617123248682,7.0,37.0,44.0,1
org.apache.xalan.processor.WhitespaceInfoPaths,4,5,0,4,6,0,2,2,3,0.333333333,23,1,0,0.986486486,0.5,0,0,4.5,1,0.75,5.0,10.0,20.0,50.0,1.0,20.0,2.430555582046509,59.433963775634766,5.0,0.5,0.6666666865348816,3.3333332538604736,0.220542635658914,4.318128755283e-07,2.0,3.0,5.0,0
org.apache.xalan.processor.XSLTAttributeDef,43,1,0,14,90,783,4,10,1,0.960784314,1949,0.205882353,2,0,0.333333333,0,0,43.53488372,10,1.3256,16.0,42.0,240.0,17.5,3.0,18.75,16.93672752380371,46.45502471923828,99.0,0.824999988079071,32.86666488647461,13.69444465637207,0.253226524254561,9.22477866463979e-05,4.0,12.0,16.0,1
org.apache.xalan.processor.XSLTElementDef,37,1,1,8,57,440,6,4,0,0.793209877,812,0.722222222,3,0,0.289189189,0,0,20.45945946,15,2.2162,8.0,21.0,56.0,37.5,1.0,12.5,4.475308418273926,47.15447235107422,17.5,0.625,9.166666984558105,16.369047164916992,0.217258495609011,1.3630790795692e-05,6.0,4.0,10.0,0
org.apache.xalan.processor.XSLTElementProcessor,15,3,11,21,50,101,16,7,10,0.821428571,294,1,2,0.933333333,0.348148148,0,0,18.46666667,1,0.9333,26.0,111.0,650.0,17.076923370361328,2.0,7.692307472229004,12.384259223937988,38.62815856933594,269.5,0.829230785369873,90.41666412353516,13.910256385803223,0.250329960404751,0.000128122004904075,17.0,11.0,28.0,1
org.apache.xalan.processor.XSLTSchema,5,2,0,27,43,0,5,25,2,0.25,2423,1,0,0.875,0.7,1,1,483.4,2,1,27.0,64.0,702.0,9.116808891296387,1.0,3.7037036418914795,6.057098865509033,31.910568237304688,319.0,0.9088318943977356,481.3500061035156,68.56837463378906,0.247283789656671,0.00173659510225847,5.0,25.0,30.0,0
org.apache.xalan.res.XSLMessages,4,3,0,69,7,0,68,1,3,0.833333333,40,1,0,0.818181818,0.555555556,0,0,8.5,3,1.5,42.0,114.0,1722.0,6.620209217071533,4.0,9.523809432983398,16.165122985839844,31.98473358154297,804.0,0.9337978959083557,69.5,4.036004543304443,1.0,1.48815410033787e-05,40.0,2.0,42.0,1
org.apache.xalan.res.XSLTErrorResources,5,3,2,18,16,8,18,0,3,1.247983871,4331,0,0,0.926829268,0.333333333,0,0,815.6,2,0.8,18.0,0.0,306.0,0.0,18.0,100.0,0.6944444179534912,0.0,153.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,1
org.apache.xalan.res.XSLTErrorResources_ca,5,3,0,1,16,8,0,1,3,1.24795082,4275,0,0,0.926829268,0.333333333,0,0,805.2,2,0.8,1.0,0.0,0.0,0.0,1.0,100.0,0.6944444179534912,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1
org.apache.xalan.res.XSLTErrorResources_cs,5,3,0,1,16,8,0,1,3,1.24795082,4275,0,0,0.926829268,0.333333333,0,0,805.2,2,0.8,1.0,0.0,0.0,0.0,1.0,100.0,0.6944444179534912,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1
